Name;Type;Literature;Genes;;
WIRTH_Nervous System;H.Tiss;Tissue SOM;ENSG00000111674,ENSG00000154277,ENSG00000134222,ENSG00000109107,ENSG00000197555,ENSG00000073969,ENSG00000132639,ENSG00000072832,ENSG00000166313,ENSG00000079215,ENSG00000172379,ENSG00000104435,ENSG00000155093,ENSG00000159164,ENSG00000168280,ENSG00000166963,ENSG00000018625,ENSG00000156011,ENSG00000084731,ENSG00000091513,ENSG00000139970,ENSG00000131095,ENSG00000149557,ENSG00000135472,ENSG00000167191,ENSG00000018189,ENSG00000163032,ENSG00000130294,ENSG00000166922,ENSG00000186868,ENSG00000067715,ENSG00000171951,ENSG00000124920,ENSG00000154146,ENSG00000091129,ENSG00000112290,ENSG00000053438,ENSG00000164885,ENSG00000089199,ENSG00000100321,ENSG00000129244,ENSG00000117152,ENSG00000064787,ENSG00000100285,ENSG00000048540,ENSG00000088899,ENSG00000148798,ENSG00000145335,ENSG00000106278,ENSG00000172020,ENSG00000135709,ENSG00000198910,ENSG00000164061,ENSG00000136237,ENSG00000157087,ENSG00000116675,ENSG00000166257,ENSG00000117016,ENSG00000167755,ENSG00000144834,ENSG00000186310,ENSG00000087258,ENSG00000125851,ENSG00000054356,ENSG00000065609,ENSG00000121753,ENSG00000105649,ENSG00000128266,ENSG00000176749,ENSG00000164434,ENSG00000008735,ENSG00000125462,ENSG00000136002,ENSG00000104722,ENSG00000113578,ENSG00000251349,ENSG00000130287,ENSG00000255690,ENSG00000157103,ENSG00000089169,ENSG00000078053,ENSG00000128683,ENSG00000109738,ENSG00000115266,ENSG00000168490,ENSG00000158560,ENSG00000163536,ENSG00000120251,ENSG00000159784,ENSG00000066032,ENSG00000198948,ENSG00000121905,ENSG00000164106,ENSG00000185518,ENSG00000175264,ENSG00000130558,ENSG00000140600,ENSG00000135298,ENSG00000007372,ENSG00000091428,ENSG00000103723,ENSG00000127561,ENSG00000107295,ENSG00000021645,ENSG00000198822,ENSG00000078725,ENSG00000171450,ENSG00000134612,ENSG00000198753,ENSG00000181409,ENSG00000204655,ENSG00000162374,ENSG00000147488,ENSG00000176406,ENSG00000171368,ENSG00000108309,ENSG00000145526,ENSG00000182901,ENSG00000148082,ENSG00000108231,ENSG00000152977,ENSG00000136531,ENSG00000223802,ENSG00000198597,ENSG00000138311,ENSG00000140538,ENSG00000103740,ENSG00000184702,ENSG00000022355,ENSG00000125675,ENSG00000176956,ENSG00000136750,ENSG00000147588,ENSG00000113327,ENSG00000125820,ENSG00000136099,ENSG00000152214,ENSG00000163288,ENSG00000151834,ENSG00000126861,ENSG00000197971,ENSG00000168309,ENSG00000168314,ENSG00000182389,ENSG00000130226,ENSG00000074317,ENSG00000157782,ENSG00000174607,ENSG00000110436,ENSG00000107105,ENSG00000129159,ENSG00000164402,ENSG00000151552,ENSG00000103034,ENSG00000046653,ENSG00000132718,ENSG00000198300,ENSG00000183044,ENSG00000105290,ENSG00000150625,ENSG00000021300,ENSG00000020129,ENSG00000240694,ENSG00000169862,ENSG00000170775,ENSG00000160307,ENSG00000063180,ENSG00000157064,ENSG00000103647,ENSG00000155511,ENSG00000197959,ENSG00000100146,ENSG00000100505,ENSG00000262515,ENSG00000034053,ENSG00000179915,ENSG00000058404,ENSG00000110076,ENSG00000136928,ENSG00000186487,ENSG00000124140,ENSG00000171885,ENSG00000134769,ENSG00000107331,ENSG00000103184,ENSG00000067191,ENSG00000123560,ENSG00000144285,ENSG00000100884,ENSG00000153253,ENSG00000186472,ENSG00000108387,ENSG00000204970,ENSG00000141837,ENSG00000158445,ENSG00000213190,ENSG00000092445,ENSG00000088367,ENSG00000105270,ENSG00000188191,ENSG00000128656,ENSG00000112531,ENSG00000104833,ENSG00000198794,ENSG00000214548,ENSG00000122966,ENSG00000256500,ENSG00000262500,ENSG00000221890,ENSG00000106078,ENSG00000133069,ENSG00000152092,ENSG00000102003,ENSG00000078295,ENSG00000164742,ENSG00000153707,ENSG00000106069,ENSG00000100427,ENSG00000008277,ENSG00000117600,ENSG00000171130,ENSG00000213390,ENSG00000136274,ENSG00000122733,ENSG00000178233,ENSG00000181449,ENSG00000114948,ENSG00000205927,ENSG00000164418,ENSG00000156475,ENSG00000260230,ENSG00000203685,ENSG00000006432,ENSG00000187672,ENSG00000184672,ENSG00000137285,ENSG00000069712,ENSG00000183715,ENSG00000225465,ENSG00000168959,ENSG00000070831,ENSG00000261496,ENSG00000105409,ENSG00000077264,ENSG00000213760,ENSG00000073464,ENSG00000117266,ENSG00000130477,ENSG00000204442,ENSG00000253230,ENSG00000143847,ENSG00000159409,ENSG00000106976,ENSG00000174469,ENSG00000105784,ENSG00000109654,ENSG00000105695,ENSG00000133169,ENSG00000107902,ENSG00000170091,ENSG00000174938,ENSG00000182013,ENSG00000133627,ENSG00000164929,ENSG00000102109,ENSG00000105696,ENSG00000104112,ENSG00000177614,ENSG00000160781,ENSG00000116661,ENSG00000154027,ENSG00000101463,ENSG00000164076,ENSG00000186462,ENSG00000108797,ENSG00000167614,ENSG00000130540,ENSG00000103089,ENSG00000125869,ENSG00000109956,ENSG00000175352,ENSG00000184524,ENSG00000165023,ENSG00000132932,ENSG00000116983,ENSG00000126950,ENSG00000184226,ENSG00000164124,ENSG00000137941,ENSG00000130643,ENSG00000040731,ENSG00000221946,ENSG00000036530,ENSG00000178662,ENSG00000164089,ENSG00000015592,ENSG00000154917,ENSG00000104725,ENSG00000187164,ENSG00000139998,ENSG00000135119,ENSG00000008056,ENSG00000146938,ENSG00000162188,ENSG00000182667,ENSG00000114646,ENSG00000163013,ENSG00000107130,ENSG00000011426,ENSG00000157851,ENSG00000135643,ENSG00000100092,ENSG00000198513,ENSG00000100167,ENSG00000168993,ENSG00000132872,ENSG00000146005,ENSG00000067840,ENSG00000144339,ENSG00000074211,ENSG00000128482,ENSG00000182902,ENSG00000155816,ENSG00000101489,ENSG00000150656,ENSG00000172247,ENSG00000213023,ENSG00000155980,ENSG00000143549,ENSG00000131242,ENSG00000167123,ENSG00000145284,ENSG00000125814,ENSG00000078018,ENSG00000139737,ENSG00000054690,ENSG00000145920,ENSG00000180354,ENSG00000019505,ENSG00000128872,ENSG00000104381,ENSG00000187957,ENSG00000180155,ENSG00000171724,ENSG00000141576,ENSG00000176490,ENSG00000257151,ENSG00000215218,ENSG00000165443,ENSG00000078549,ENSG00000005513,ENSG00000213983,ENSG00000124507,ENSG00000018236,ENSG00000261452,ENSG00000261115,ENSG00000167654,ENSG00000144369,ENSG00000169891,ENSG00000185274,ENSG00000185046,ENSG00000196361,ENSG00000070214,ENSG00000127585,ENSG00000166206,ENSG00000182916,ENSG00000196972,ENSG00000169783,ENSG00000087495,ENSG00000260807,ENSG00000151778,ENSG00000112379,ENSG00000177432,ENSG00000243888,ENSG00000184221,ENSG00000184368,ENSG00000162545,ENSG00000013297,ENSG00000177807,ENSG00000102452,ENSG00000198914,ENSG00000176533,ENSG00000185818,ENSG00000187764,ENSG00000150672,ENSG00000172508,ENSG00000157152,ENSG00000149970,ENSG00000165434,ENSG00000198934,ENSG00000154118,ENSG00000152932,ENSG00000152154,ENSG00000105767,ENSG00000169085,ENSG00000219438,ENSG00000164398,ENSG00000227544,ENSG00000149294,ENSG00000166111,ENSG00000204314,ENSG00000197106,ENSG00000184515,ENSG00000205726,ENSG00000184144,ENSG00000144406,ENSG00000198944,ENSG00000177511,ENSG00000245526,ENSG00000102466,ENSG00000163630,ENSG00000186417,ENSG00000165566,ENSG00000161082,ENSG00000171435,ENSG00000198915,ENSG00000237949,ENSG00000099365,ENSG00000183166,ENSG00000163888,ENSG00000171877,ENSG00000111262,ENSG00000166091,ENSG00000133083,ENSG00000151917,ENSG00000260432,ENSG00000227051,ENSG00000242808,ENSG00000136541,ENSG00000110675,ENSG00000206052,ENSG00000079841,ENSG00000151025,ENSG00000148948,ENSG00000152910,ENSG00000145794,ENSG00000017373,ENSG00000109158,ENSG00000198780,ENSG00000047849,ENSG00000078328,ENSG00000252701,ENSG00000175161,ENSG00000149575,ENSG00000196104,ENSG00000167281,ENSG00000110427,ENSG00000170579,ENSG00000235961,ENSG00000148408,ENSG00000169313,ENSG00000166793,ENSG00000260415,ENSG00000165323,ENSG00000175175,ENSG00000170419,ENSG00000110786,ENSG00000145428,ENSG00000139364,ENSG00000185774,ENSG00000260878,ENSG00000225783,ENSG00000186479,ENSG00000253151,ENSG00000165478,ENSG00000176381,ENSG00000168481,ENSG00000166448,ENSG00000114279,ENSG00000152969,ENSG00000198216,ENSG00000177301,ENSG00000112309,ENSG00000154678,ENSG00000152954,ENSG00000197430,ENSG00000259796,ENSG00000107864,ENSG00000145087,ENSG00000260124,ENSG00000248485,ENSG00000114757,ENSG00000188674,ENSG00000188580,ENSG00000067842,ENSG00000145864,ENSG00000102606,ENSG00000213424,ENSG00000188573,ENSG00000073584,ENSG00000162728,ENSG00000050030,ENSG00000167971,ENSG00000232044,ENSG00000174939,ENSG00000184911,ENSG00000182771,ENSG00000171735,ENSG00000168243,ENSG00000137766,ENSG00000164588,ENSG00000260918,ENSG00000150627,ENSG00000203930,ENSG00000260800,ENSG00000136805,ENSG00000230910,ENSG00000166897,ENSG00000224078,ENSG00000163618;;
WIRTH_Globus pallidus;H.Tiss;Tissue SOM;ENSG00000252095,ENSG00000252095,ENSG00000126351,ENSG00000063177,ENSG00000167658,ENSG00000166598,ENSG00000087365,ENSG00000105640,ENSG00000117139,ENSG00000100330,ENSG00000134899,ENSG00000106355,ENSG00000234012,ENSG00000132275,ENSG00000101246,ENSG00000115461;;
WIRTH_Telencephalon;H.Tiss;Tissue SOM;ENSG00000048545,ENSG00000088832,ENSG00000141027,ENSG00000116016,ENSG00000049449,ENSG00000163956,ENSG00000154174,ENSG00000154174,ENSG00000104812,ENSG00000119888,ENSG00000123992,ENSG00000122674,ENSG00000116962,ENSG00000096063,ENSG00000089356,ENSG00000080845;;
WIRTH_Cortex cerebri;H.Tiss;Tissue SOM;ENSG00000160014,ENSG00000134986,ENSG00000196914,ENSG00000171617,ENSG00000171617,ENSG00000036257,ENSG00000163930,ENSG00000197586,ENSG00000153395,ENSG00000145632,ENSG00000181852,ENSG00000160932,ENSG00000188042,ENSG00000188042,ENSG00000188042,ENSG00000136854;;
WIRTH_Hippocampus;H.Tiss;Tissue SOM;ENSG00000143632,ENSG00000147168,ENSG00000108515,ENSG00000125414,ENSG00000197616,ENSG00000104879,ENSG00000164879,ENSG00000180209,ENSG00000159173,ENSG00000170290,ENSG00000196296,ENSG00000129170,ENSG00000109061,ENSG00000116748,ENSG00000124701,ENSG00000156885;;
WIRTH_Thalamus;H.Tiss;Tissue SOM;ENSG00000120756,ENSG00000147571,ENSG00000105989,ENSG00000147647,ENSG00000169750,ENSG00000165417,ENSG00000168779,ENSG00000143340,ENSG00000107485,ENSG00000168779,ENSG00000168779,ENSG00000115129,ENSG00000138795,ENSG00000006283,ENSG00000087494,ENSG00000080644;;
WIRTH_Cerebellum;H.Tiss;Tissue SOM;ENSG00000133639,ENSG00000099204,ENSG00000171346,ENSG00000241878,ENSG00000054654,ENSG00000166145,ENSG00000113368,ENSG00000114098,ENSG00000070501,ENSG00000139546,ENSG00000170836,ENSG00000175354,ENSG00000215860,ENSG00000079689,ENSG00000102924,ENSG00000076344;;
WIRTH_Testis;H.Tiss;Tissue SOM;ENSG00000185686,ENSG00000106013,ENSG00000128040,ENSG00000101448,ENSG00000175646,ENSG00000163206,ENSG00000118245,ENSG00000132141,ENSG00000092345,ENSG00000092200,ENSG00000255738,ENSG00000198765,ENSG00000134940,ENSG00000137948,ENSG00000161103,ENSG00000129864,ENSG00000147081,ENSG00000042813,ENSG00000166796,ENSG00000105679,ENSG00000170748,ENSG00000111254,ENSG00000104755,ENSG00000165584,ENSG00000155833,ENSG00000168757,ENSG00000005189,ENSG00000125388,ENSG00000122304,ENSG00000095794,ENSG00000112983,ENSG00000136811,ENSG00000241476,ENSG00000185972,ENSG00000171989,ENSG00000105146,ENSG00000174111,ENSG00000184313,ENSG00000007350,ENSG00000206203,ENSG00000124449,ENSG00000248099,ENSG00000205853,ENSG00000155087,ENSG00000163114,ENSG00000125207,ENSG00000196475,ENSG00000229937,ENSG00000010318,ENSG00000187754,ENSG00000183035,ENSG00000170950,ENSG00000006047,ENSG00000063127,ENSG00000257069,ENSG00000154040,ENSG00000141034,ENSG00000141096,ENSG00000068781,ENSG00000166157,ENSG00000198573,ENSG00000237624,ENSG00000104901,ENSG00000132122,ENSG00000124678,ENSG00000106328,ENSG00000088756,ENSG00000175520,ENSG00000114547,ENSG00000125531,ENSG00000137090,ENSG00000148156,ENSG00000187003,ENSG00000126467,ENSG00000227234,ENSG00000157060,ENSG00000121101,ENSG00000151475,ENSG00000123171,ENSG00000111305,ENSG00000152670,ENSG00000130377,ENSG00000143450,ENSG00000171864,ENSG00000089723,ENSG00000183496,ENSG00000184378,ENSG00000184574,ENSG00000136449,ENSG00000151005,ENSG00000143452,ENSG00000144962,ENSG00000196335,ENSG00000131126,ENSG00000141200,ENSG00000106336,ENSG00000078487,ENSG00000065371,ENSG00000178093,ENSG00000170627,ENSG00000101276,ENSG00000240747,ENSG00000231528,ENSG00000142530,ENSG00000189134,ENSG00000143194,ENSG00000180424,ENSG00000186007,ENSG00000140932,ENSG00000204091,ENSG00000244219,ENSG00000242220,ENSG00000146587,ENSG00000176256,ENSG00000203711,ENSG00000120563,ENSG00000163467,ENSG00000163093,ENSG00000176160,ENSG00000163071,ENSG00000234199,ENSG00000167523,ENSG00000173838,ENSG00000101435,ENSG00000161973,ENSG00000168491,ENSG00000140623,ENSG00000186118,ENSG00000185594,ENSG00000177202,ENSG00000234186,ENSG00000235358,ENSG00000141255,ENSG00000132631,ENSG00000179636,ENSG00000180483,ENSG00000235699,ENSG00000171722,ENSG00000238098,ENSG00000150628,ENSG00000224124,ENSG00000099338,ENSG00000188800,ENSG00000170516,ENSG00000183103,ENSG00000188386,ENSG00000166926,ENSG00000178021,ENSG00000203784,ENSG00000228075,ENSG00000247595,ENSG00000139151,ENSG00000250803,ENSG00000186075,ENSG00000164113,ENSG00000168004,ENSG00000231256,ENSG00000135248,ENSG00000187581,ENSG00000214681,ENSG00000227868,ENSG00000170777,ENSG00000232265,ENSG00000130783,ENSG00000179363,ENSG00000155875,ENSG00000203897,ENSG00000177112,ENSG00000259060,ENSG00000165863,ENSG00000145309,ENSG00000185264,ENSG00000164744,ENSG00000154007,ENSG00000260268,ENSG00000185689,ENSG00000178257,ENSG00000157578,ENSG00000213714,ENSG00000143552,ENSG00000261754,ENSG00000125888,ENSG00000124196,ENSG00000128596,ENSG00000106648,ENSG00000120669,ENSG00000187979,ENSG00000241449,ENSG00000176732,ENSG00000123094,ENSG00000246095,ENSG00000167525,ENSG00000143994,ENSG00000229583,ENSG00000184345,ENSG00000142025,ENSG00000224792,ENSG00000177938,ENSG00000152430,ENSG00000197651,ENSG00000196553,ENSG00000249833,ENSG00000186143,ENSG00000205085,ENSG00000189269,ENSG00000112053,ENSG00000169717,ENSG00000163440,ENSG00000173728,ENSG00000251676,ENSG00000234511,ENSG00000223874,ENSG00000177673,ENSG00000165805,ENSG00000187166,ENSG00000234215,ENSG00000170967,ENSG00000183654,ENSG00000130270,ENSG00000236445,ENSG00000217442,ENSG00000188738,ENSG00000203942,ENSG00000143006,ENSG00000173699,ENSG00000177627,ENSG00000131059,ENSG00000214725,ENSG00000183324,ENSG00000235488,ENSG00000255649,ENSG00000198054,ENSG00000250719,ENSG00000130167,ENSG00000235631,ENSG00000185013,ENSG00000181786,ENSG00000230563,ENSG00000141316,ENSG00000163749,ENSG00000175664,ENSG00000138483,ENSG00000197140,ENSG00000162771,ENSG00000141979,ENSG00000161594,ENSG00000205359,ENSG00000166323,ENSG00000170788,ENSG00000173389,ENSG00000163424,ENSG00000260795,ENSG00000139351,ENSG00000260866,ENSG00000166069,ENSG00000157653,ENSG00000108395,ENSG00000147570,ENSG00000184786,ENSG00000181995,ENSG00000229972,ENSG00000141371,ENSG00000120555,ENSG00000237862,ENSG00000204663,ENSG00000166118,ENSG00000204019,ENSG00000174450,ENSG00000180336,ENSG00000259176;;
WIRTH_Homeostasis;H.Tiss;Tissue SOM;ENSG00000136872,ENSG00000105707,ENSG00000113924,ENSG00000113790,ENSG00000215860,ENSG00000186301,ENSG00000204444,ENSG00000171759,ENSG00000187097,ENSG00000184908,ENSG00000113889,ENSG00000147647,ENSG00000145692,ENSG00000075891,ENSG00000076258,ENSG00000211452,ENSG00000122121,ENSG00000166589,ENSG00000167580,ENSG00000171365,ENSG00000169344,ENSG00000107611,ENSG00000124568,ENSG00000149124,ENSG00000204872,ENSG00000186510,ENSG00000124564,ENSG00000187048,ENSG00000112499,ENSG00000255245,ENSG00000131183,ENSG00000070915,ENSG00000160202,ENSG00000144035,ENSG00000197901,ENSG00000151704,ENSG00000138030,ENSG00000251685,ENSG00000183747,ENSG00000148942,ENSG00000186715,ENSG00000250799,ENSG00000099834,ENSG00000249948,ENSG00000100557,ENSG00000021488,ENSG00000074803,ENSG00000172367,ENSG00000184434,ENSG00000116218,ENSG00000081800,ENSG00000132677,ENSG00000116882,ENSG00000149452,ENSG00000165376,ENSG00000170482,ENSG00000147003,ENSG00000128165,ENSG00000166840,ENSG00000113492,ENSG00000180745,ENSG00000157322,ENSG00000151418,ENSG00000153086,ENSG00000101076,ENSG00000150201,ENSG00000137251,ENSG00000156222,ENSG00000226733,ENSG00000164325,ENSG00000132837,ENSG00000164749,ENSG00000134864,ENSG00000113073,ENSG00000241224,ENSG00000145626,ENSG00000088926,ENSG00000165685,ENSG00000197891,ENSG00000174358,ENSG00000241935,ENSG00000249601,ENSG00000154025,ENSG00000170927,ENSG00000132840,ENSG00000139540,ENSG00000183784,ENSG00000162391,ENSG00000108187,ENSG00000179023,ENSG00000187783,ENSG00000258548;;
WIRTH_Liver;H.Tiss;Tissue SOM;ENSG00000130649,ENSG00000255974,ENSG00000109072,ENSG00000145192,ENSG00000145321,ENSG00000151655,ENSG00000171564,ENSG00000091583,ENSG00000106927,ENSG00000099937,ENSG00000171560,ENSG00000162882,ENSG00000138823,ENSG00000180210,ENSG00000151224,ENSG00000110245,ENSG00000160870,ENSG00000151790,ENSG00000160868,ENSG00000148702,ENSG00000115718,ENSG00000157131,ENSG00000170099,ENSG00000005421,ENSG00000132703,ENSG00000111700,ENSG00000123561,ENSG00000156096,ENSG00000186529,ENSG00000163581,ENSG00000166035,ENSG00000088926,ENSG00000080618,ENSG00000113600,ENSG00000139547,ENSG00000197408,ENSG00000156006,ENSG00000084734,ENSG00000136881,ENSG00000021852,ENSG00000143257,ENSG00000112337,ENSG00000122787,ENSG00000100652,ENSG00000175003,ENSG00000144852,ENSG00000101981,ENSG00000165471,ENSG00000175336,ENSG00000057593,ENSG00000161573,ENSG00000167910,ENSG00000145826,ENSG00000198670,ENSG00000140505,ENSG00000160339,ENSG00000143278,ENSG00000187758,ENSG00000116785,ENSG00000106327,ENSG00000126231,ENSG00000134389,ENSG00000138115,ENSG00000123843,ENSG00000110169,ENSG00000117601,ENSG00000176919,ENSG00000172482,ENSG00000134538,ENSG00000198610,ENSG00000139269,ENSG00000009724,ENSG00000055957,ENSG00000187048,ENSG00000021461,ENSG00000129988,ENSG00000100665,ENSG00000113924,ENSG00000138109,ENSG00000228278,ENSG00000072080,ENSG00000111713,ENSG00000163631,ENSG00000187045,ENSG00000131781,ENSG00000165841,ENSG00000178772,ENSG00000021826,ENSG00000158874,ENSG00000171557,ENSG00000132855,ENSG00000101323,ENSG00000138075,ENSG00000165682,ENSG00000140093,ENSG00000143627,ENSG00000113905,ENSG00000132693,ENSG00000110243,ENSG00000161653,ENSG00000139344,ENSG00000121410,ENSG00000197249,ENSG00000138315,ENSG00000256162,ENSG00000138308,ENSG00000198099,ENSG00000167798,ENSG00000199488,ENSG00000166391,ENSG00000180432,ENSG00000244731,ENSG00000140107,ENSG00000172497,ENSG00000122194,ENSG00000134240,ENSG00000158125,ENSG00000161031,ENSG00000163825,ENSG00000139209,ENSG00000243818;;
WIRTH_Muscle;H.Tiss;Tissue SOM;ENSG00000106992,ENSG00000077522,ENSG00000143632,ENSG00000198125,ENSG00000108515,ENSG00000125414,ENSG00000197616,ENSG00000104879,ENSG00000164879,ENSG00000185437,ENSG00000183091,ENSG00000180209,ENSG00000159173,ENSG00000131730,ENSG00000170290,ENSG00000101470,ENSG00000029534,ENSG00000196296,ENSG00000129170,ENSG00000068976,ENSG00000160808,ENSG00000101605,ENSG00000130595,ENSG00000164708,ENSG00000173991,ENSG00000036448,ENSG00000109061,ENSG00000140416,ENSG00000116748,ENSG00000124701,ENSG00000184343,ENSG00000156885,ENSG00000111046,ENSG00000169271,ENSG00000130598,ENSG00000086967,ENSG00000184489,ENSG00000140986,ENSG00000130957,ENSG00000067191,ENSG00000130528,ENSG00000197893,ENSG00000172399,ENSG00000198363,ENSG00000102683,ENSG00000155657,ENSG00000182533,ENSG00000111245,ENSG00000168530,ENSG00000114854,ENSG00000156219,ENSG00000108823,ENSG00000154415,ENSG00000174437,ENSG00000229828,ENSG00000198467,ENSG00000105048,ENSG00000163110,ENSG00000122367,ENSG00000164591,ENSG00000143549,ENSG00000136383,ENSG00000078814,ENSG00000092054,ENSG00000081248,ENSG00000261788,ENSG00000183386,ENSG00000163093,ENSG00000177791,ENSG00000143318,ENSG00000120729,ENSG00000091482,ENSG00000166317,ENSG00000147166,ENSG00000163827,ENSG00000079393,ENSG00000163833,ENSG00000101892,ENSG00000077009,ENSG00000165028,ENSG00000165887,ENSG00000239474,ENSG00000161558,ENSG00000186439,ENSG00000135617,ENSG00000163157,ENSG00000187642,ENSG00000160539,ENSG00000185100,ENSG00000058056,ENSG00000122477,ENSG00000164440,ENSG00000198796,ENSG00000115593,ENSG00000168509,ENSG00000163092,ENSG00000163126,ENSG00000171714,ENSG00000259371,ENSG00000188176,ENSG00000154358,ENSG00000185847,ENSG00000142661,ENSG00000214872,ENSG00000143028,ENSG00000261658,ENSG00000153404,ENSG00000184544,ENSG00000101306,ENSG00000109390,ENSG00000198842,ENSG00000177354,ENSG00000174407,ENSG00000164309,ENSG00000138100,ENSG00000100628,ENSG00000168334,ENSG00000141161,ENSG00000138347,ENSG00000146147,ENSG00000164122,ENSG00000185739,ENSG00000168333,ENSG00000147573,ENSG00000170162,ENSG00000248713,ENSG00000207786,ENSG00000226306,ENSG00000158022,ENSG00000186628,ENSG00000153531,ENSG00000240284,ENSG00000162409,ENSG00000170417,ENSG00000203867,ENSG00000170807,ENSG00000124743,ENSG00000146054,ENSG00000170681,ENSG00000205678,ENSG00000172159,ENSG00000163380,ENSG00000187715,ENSG00000157119,ENSG00000133454,ENSG00000174429,ENSG00000146926,ENSG00000185915,ENSG00000145949,ENSG00000214097;;
WIRTH_Thyroid gland;H.Tiss;Tissue SOM;ENSG00000127022,ENSG00000166598,ENSG00000166598,ENSG00000149428,ENSG00000163956,ENSG00000152767,ENSG00000152767,ENSG00000173486,ENSG00000104324,ENSG00000037042,ENSG00000076864,ENSG00000110721,ENSG00000088899,ENSG00000081377,ENSG00000182670,ENSG00000008952;;
WIRTH_Placenta;H.Tiss;Tissue SOM;ENSG00000182752,ENSG00000148848,ENSG00000221826,ENSG00000137869,ENSG00000101846,ENSG00000136231,ENSG00000203857,ENSG00000163283,ENSG00000204941,ENSG00000104827,ENSG00000170498,ENSG00000221878,ENSG00000108786,ENSG00000213218,ENSG00000136487,ENSG00000137270,ENSG00000120211,ENSG00000243130,ENSG00000127928,ENSG00000168487,ENSG00000183668,ENSG00000170848,ENSG00000242221,ENSG00000243137,ENSG00000231924,ENSG00000136488,ENSG00000156009,ENSG00000103546,ENSG00000105137,ENSG00000116183,ENSG00000115414,ENSG00000225745,ENSG00000218416,ENSG00000233828,ENSG00000138829,ENSG00000102243,ENSG00000225336,ENSG00000198162,ENSG00000170965,ENSG00000152463,ENSG00000006659,ENSG00000105198,ENSG00000204148,ENSG00000172296,ENSG00000100593,ENSG00000260034,ENSG00000187772,ENSG00000262117,ENSG00000253138,ENSG00000233056,ENSG00000233725,ENSG00000171402,ENSG00000225606,ENSG00000144648,ENSG00000259701,ENSG00000167612,ENSG00000242950,ENSG00000169495,ENSG00000244476,ENSG00000240770,ENSG00000239482;;
WIRTH_Mucosa;H.Tiss;Tissue SOM;ENSG00000096696,ENSG00000173801,ENSG00000115884,ENSG00000171346,ENSG00000186081,ENSG00000105388,ENSG00000184292,ENSG00000089356,ENSG00000137699,ENSG00000117595,ENSG00000166145,ENSG00000124107,ENSG00000150165,ENSG00000159166,ENSG00000118898,ENSG00000111319,ENSG00000142627,ENSG00000147394,ENSG00000165272,ENSG00000149573,ENSG00000196754,ENSG00000151914,ENSG00000167880,ENSG00000137203,ENSG00000134755,ENSG00000206075,ENSG00000132746,ENSG00000124466,ENSG00000137440,ENSG00000169469,ENSG00000133710,ENSG00000087510,ENSG00000167757,ENSG00000134757,ENSG00000108602,ENSG00000088002,ENSG00000167759,ENSG00000005001,ENSG00000184330,ENSG00000125780,ENSG00000092295,ENSG00000109255,ENSG00000134762,ENSG00000129455,ENSG00000137975,ENSG00000167656,ENSG00000205076,ENSG00000101213,ENSG00000111405,ENSG00000136155,ENSG00000108839,ENSG00000135378,ENSG00000153802,ENSG00000171401,ENSG00000163216,ENSG00000205420,ENSG00000185479,ENSG00000102554,ENSG00000175793,ENSG00000186847,ENSG00000144063,ENSG00000170545,ENSG00000057149,ENSG00000206073,ENSG00000129451,ENSG00000186832,ENSG00000073282,ENSG00000184363,ENSG00000178363,ENSG00000196344,ENSG00000249007,ENSG00000197641,ENSG00000170477,ENSG00000169474,ENSG00000171124,ENSG00000126233,ENSG00000163207,ENSG00000188910,ENSG00000137857,ENSG00000112378,ENSG00000177106,ENSG00000132698,ENSG00000189334,ENSG00000131037,ENSG00000163209,ENSG00000163362,ENSG00000104413,ENSG00000083307,ENSG00000103067,ENSG00000182795,ENSG00000088726,ENSG00000140519,ENSG00000124429,ENSG00000111432,ENSG00000138271,ENSG00000141579,ENSG00000105131,ENSG00000143536,ENSG00000176092,ENSG00000087128,ENSG00000169509,ENSG00000229035,ENSG00000183421,ENSG00000081277,ENSG00000134317,ENSG00000143217,ENSG00000163472,ENSG00000167644,ENSG00000254282,ENSG00000142623,ENSG00000256812,ENSG00000105427,ENSG00000167306,ENSG00000135373,ENSG00000180921,ENSG00000151715,ENSG00000161249,ENSG00000178184,ENSG00000188373,ENSG00000174564,ENSG00000163331,ENSG00000172818,ENSG00000158246,ENSG00000261040,ENSG00000172382,ENSG00000241794,ENSG00000158055,ENSG00000162069,ENSG00000189001,ENSG00000006555,ENSG00000163141,ENSG00000188112,ENSG00000186806,ENSG00000104140,ENSG00000155066,ENSG00000170423,ENSG00000180155,ENSG00000154227,ENSG00000140254,ENSG00000125998,ENSG00000166535,ENSG00000241181,ENSG00000183347,ENSG00000185873,ENSG00000197191;;
;;;;;
